"","","","","","Issue Date","","","","","","","","","","","Violation","","","","","","","","","","","Location","","","","","",""
"","","JP08772","","","02/26/2018  12:02:35 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hayes Loading","","","","","",""
"","","JP08773","","","02/26/2018  12:02:06 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08774","","","02/26/2018  12:02:56 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08775","","","02/26/2018  12:02:35 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08776","","","02/26/2018  13:02:51 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08777","","","02/26/2018  13:02:48 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08778","","","02/27/2018  08:02:46 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Goodyear Faculty","","","","","",""
"","","JP08779","","","02/27/2018  08:02:33 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hayes Loading","","","","","",""
"","","JP08780","","","02/27/2018  09:02:47 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Clark Lot","","","","","",""
"","","JP08781","","","02/27/2018  09:02:56 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Clark Lot","","","","","",""
"","","JP08782","","","02/27/2018  09:02:59 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08783","","","02/27/2018  09:02:35 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08784","","","02/27/2018  10:02:42 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08785","","","02/27/2018  10:02:58 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08786","","","02/27/2018  10:02:53 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08787","","","02/27/2018  10:02:12 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Parker Lot","","","","","",""
"","","JP08788","","","02/27/2018  10:02:04 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Parker Lot","","","","","",""
"","","JP08789","","","02/27/2018  10:02:52 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Parker Lot","","","","","",""
"","","JP08790","","","02/27/2018  10:02:55 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Parker Lot","","","","","",""
"","","JP08791","","","02/27/2018  10:02:17 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Townsend Lot","","","","","",""
"","","JP08792","","","02/27/2018  11:02:49 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Townsend Lot","","","","","",""
"","","JP08793","","","02/27/2018  11:02:09 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Townsend Lot","","","","","",""
"","","JP08794","","","02/27/2018  11:02:32 AM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Townsend Lot","","","","","",""
"","","JP08795","","","02/27/2018  11:02:01 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Townsend Lot","","","","","",""
"","","JP08796","","","02/27/2018  11:02:55 AM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Townsend Lot","","","","","",""
"","","JP08797","","","02/27/2018  11:02:26 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Abbott B","","","","","",""
"","","JP08798","","","02/27/2018  11:02:41 AM","","","","","","","","","","","NO CLINIC PERMIT*","","","","","","","","","","","Abbott A","","","","","",""
"","","JP08799","","","02/27/2018  11:02:34 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Abbott A","","","","","",""
"","","JP08800","","","02/27/2018  12:02:47 PM","","","","","","","","","","","RESTRICTED ZONE - UOV ONLY*","","","","","","","","","","","Hayes Loading","","","","","",""
"","","JP08801","","","02/27/2018  12:02:57 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Clark Lot","","","","","",""
"","","JP08802","","","02/27/2018  13:02:21 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Clark Lot","","","","","",""
"","","JP08803","","","02/27/2018  14:02:15 PM","","","","","","","","","","","NO CLINIC PERMIT*","","","","","","","","","","","Diefendorf Loop","","","","","",""
"","","JP08804","","","02/28/2018  08:02:48 AM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Hayes Loading","","","","","",""
"","","JP08805","","","02/28/2018  08:02:18 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08806","","","02/28/2018  09:02:19 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Clark Lot","","","","","",""
"","","JP08807","","","02/28/2018  09:02:06 AM","","","","","","","","","","","PARKED OUTSIDE DESIGNATED SPACE*","","","","","","","","","","","Townsend Lot","","","","","",""
"","","JP08808","","","02/28/2018  09:02:36 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Townsend Lot","","","","","",""
"","","JP08809","","","02/28/2018  09:02:02 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Townsend Lot","","","","","",""
"","","JP08810","","","02/28/2018  09:02:37 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hayes Loading","","","","","",""
"","","JP08811","","","02/28/2018  09:02:43 AM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","McDonald Handicap","","","","","",""
"","","JP08812","","","02/28/2018  10:02:55 AM","","","","","","","","","","","NO CLINIC PERMIT*","","","","","","","","","","","Abbott A","","","","","",""
"","","JP08813","","","02/28/2018  10:02:53 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hayes Loading","","","","","",""
"","","JP08814","","","02/28/2018  11:02:20 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Sherman Lot","","","","","",""
"","","JP08815","","","02/28/2018  11:02:13 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Sherman Lot","","","","","",""
"","","JP08816","","","02/28/2018  11:02:11 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Sherman Lot","","","","","",""
"","","JP08817","","","02/28/2018  11:02:24 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Sherman Lot","","","","","",""
"","","JP08818","","","02/28/2018  11:02:51 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Sherman Lot","","","","","",""
"","","JP08819","","","02/28/2018  11:02:05 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Sherman Lot","","","","","",""
"","","JP08820","","","02/28/2018  12:02:00 PM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08821","","","02/28/2018  12:02:55 PM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08822","","","02/28/2018  12:02:50 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08823","","","02/28/2018  12:02:36 PM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08824","","","02/28/2018  13:02:43 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08825","","","02/28/2018  13:02:55 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08826","","","02/28/2018  13:02:00 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08827","","","02/28/2018  13:02:25 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hayes Loading","","","","","",""
"","","JP08828","","","03/01/2018  11:03:28 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hayes Loading","","","","","",""
"","","JP08829","","","03/01/2018  12:03:26 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08830","","","03/01/2018  12:03:55 PM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08831","","","03/01/2018  12:03:49 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08832","","","03/01/2018  12:03:22 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08833","","","03/01/2018  12:03:10 PM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08834","","","03/01/2018  13:03:18 PM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Diefendorf Faculty","","","","","",""
"","","JP08835","","","03/01/2018  14:03:56 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Michael Lot","","","","","",""
"","","JP08836","","","03/01/2018  14:03:16 PM","","","","","","","","","","","PARKED OUTSIDE DESIGNATED SPACE*","","","","","","","","","","","Parker Lot","","","","","",""
"","","JP08837","","","03/05/2018  09:03:08 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Jacobs A","","","","","",""
"","","JP08838","","","03/05/2018  09:03:49 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Jacobs A","","","","","",""
"","","JP08839","","","03/05/2018  09:03:01 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Jacobs A","","","","","",""
"","","JP08840","","","03/05/2018  09:03:23 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Jacobs C","","","","","",""
"","","JP08841","","","03/05/2018  09:03:31 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Jacobs A","","","","","",""
"","","JP08842","","","03/05/2018  09:03:28 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Jacobs B","","","","","",""
"","","JP08843","","","03/05/2018  10:03:07 AM","","","","","","","","","","","RESTRICTED ZONE - RED PERMIT*","","","","","","","","","","","Baird B","","","","","",""
"","","JP08844","","","03/05/2018  10:03:28 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Baird B","","","","","",""
"","","JP08845","","","03/05/2018  10:03:55 AM","","","","","","","","","","","NO STUDENT PERMIT*","","","","","","","","","","","Special Event","","","","","",""
"","","JP08846","","","03/05/2018  10:03:14 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Special Event","","","","","",""
"","","JP08847","","","03/05/2018  10:03:09 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Special Event","","","","","",""
"","","JP08848","","","03/05/2018  10:03:35 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Arena","","","","","",""
"","","JP08849","","","03/05/2018  11:03:15 AM","","","","","","","","","","","NO STUDENT PERMIT*","","","","","","","","","","","Arena","","","","","",""
"","","JP08850","","","03/05/2018  11:03:33 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Arena","","","","","",""
"","","JP08851","","","03/05/2018  11:03:50 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Arena","","","","","",""
"","","JP08852","","","03/05/2018  11:03:45 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Arena","","","","","",""
"","","JP08853","","","03/05/2018  11:03:03 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Arena","","","","","",""
"","","JP08854","","","03/05/2018  11:03:44 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Lake Lasalle","","","","","",""
"","","JP08855","","","03/05/2018  11:03:11 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Lake Lasalle","","","","","",""
"","","JP08856","","","03/05/2018  11:03:20 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Lake Lasalle","","","","","",""
"","","JP08857","","","03/05/2018  11:03:44 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Lake Lasalle","","","","","",""
"","","JP08858","","","03/05/2018  11:03:06 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Lake Lasalle","","","","","",""
"","","JP08859","","","03/05/2018  11:03:09 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Lake Lasalle","","","","","",""
"","","JP08860","","","03/05/2018  11:03:01 AM","","","","","","","","","","","NO VISIBLE PERMIT*","","","","","","","","","","","Lake Lasalle","","","","","",""
"","","JP08861","","","03/05/2018  11:03:45 AM","","","","","","","","","","","NO STUDENT PERMIT*","","","","","","","","","","","Lake Lasalle","","","","","",""
"","","JP08862","","","03/05/2018  12:03:35 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Coventry Entrance","","","","","",""
"","","JP08863","","","03/05/2018  12:03:45 PM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Jacobs C","","","","","",""
"","","JP08864","","","03/05/2018  12:03:15 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Jacobs C","","","","","",""
